path,class_name
project_results\raw_dataset\Sphynx\sphynx_308.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_184.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_474.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_307.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_127.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_139.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_64.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_151.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_289.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_146.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_300.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_478.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_148.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_198.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_180.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_131.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_147.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_106.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_301.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_498.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_23.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_469.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_366.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_461.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_494.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_194.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_355.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_13.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_500.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_41.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_246.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_201.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_161.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_63.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_355.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_49.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_408.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_423.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_0.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_35.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_350.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_163.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_85.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_111.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_370.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_471.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_418.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_354.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_468.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_399.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_126.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_267.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_305.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_360.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_11.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_171.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_223.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_314.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_222.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_90.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_296.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_120.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_191.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_33.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_391.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_327.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_327.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_330.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_349.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_443.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_206.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_400.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_73.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_46.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_112.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_107.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_417.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_421.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_213.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_365.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_406.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_437.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_238.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_64.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_476.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_408.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_478.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_405.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_328.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_47.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_380.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_300.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_460.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_301.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_378.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_114.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_301.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_267.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_7.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_210.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_322.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_138.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_500.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_408.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_311.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_119.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_356.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_415.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_138.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_340.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_424.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_168.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_128.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_285.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_291.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_442.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_332.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_497.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_43.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_326.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_384.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_327.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_26.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_183.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_247.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_455.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_467.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_382.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_293.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_317.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_443.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_347.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_110.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_185.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_429.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_282.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_17.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_255.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_188.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_323.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_230.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_76.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_149.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_88.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_316.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_105.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_142.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_450.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_162.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_396.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_72.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_360.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_247.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_311.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_66.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_300.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_280.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_7.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_52.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_92.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_385.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_2.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_409.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_293.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_447.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_317.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_61.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_10.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_174.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_9.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_21.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_229.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_33.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_378.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_293.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_299.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_243.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_365.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_431.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_225.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_100.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_25.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_468.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_494.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_27.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_185.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_146.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_4.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_142.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_471.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_496.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_91.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_312.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_381.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_353.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_348.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_286.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_132.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_342.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_485.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_307.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_482.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_78.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_288.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_269.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_125.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_361.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_335.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_86.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_160.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_258.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_285.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_478.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_418.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_118.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_39.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_403.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_164.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_18.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_208.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_110.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_438.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_351.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_267.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_51.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_294.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_162.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_48.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_287.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_126.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_487.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_387.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_91.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_218.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_215.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_127.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_163.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_124.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_179.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_176.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_440.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_130.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_319.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_341.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_6.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_169.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_418.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_57.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_109.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_262.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_362.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_279.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_482.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_194.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_210.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_473.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_332.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_247.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_240.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_68.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_224.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_174.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_305.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_45.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_68.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_7.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_333.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_169.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_416.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_377.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_212.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_124.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_69.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_412.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_242.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_384.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_252.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_153.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_360.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_226.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_109.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_169.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_408.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_290.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_57.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_165.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_312.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_65.jpg,Bombay
